Module,Function,Settings,Explanation
rdflib,BNode(),,"# [from wiki] In RDF, a blank node (also called bnode) is a node in an RDF graph representing a resource for which a URI or literal is not given.[1] The resource represented by a blank node is also called an anonymous resource. According to the RDF standard a blank node can only be used as subject or object of an RDF triple."
rdflib,Graph(),,An RDF Graph.
rdflib.Graph*,add(xxx_todo_changeme),,Add a triple with self as context.
rdflib.Graph*,parse(),,Parse source adding the resulting triples to the Graph.
rdflib.Graph*,serialize(),"destination=None, format=""xml"",
base=None, encoding=None, **args",Serialize the Graph to destination.
rdflib.Graph*,subjects(),"predicate=None, object=None",A generator of subjects with the given predicate and object.
re.RegexObject*,findall(string),"[pos[, endpos]]","Similar to the findall() function, using the compiled pattern, but also accepts optional pos and endpos parameters that limit the search region like for match()."
requests,post(url),"data=None, json=None, **kwargs","Sends a POST request.
**url**
URL for the new :class:`Request` object.
**data**
(optional) Dictionary (will be form-encoded), bytes, or file-like object to send in the body of the :class:`Request`.
**json**
(optional) json data to send in the body of the :class:`Request`.
**\*\*kwargs**
Optional arguments that ``request`` takes.
**return**
`Response <Response>` object"
scipy.cluster.hierarchy,linkage(y),"method='single',
metric='euclidean'","Performs hierarchical/agglomerative clustering.
The input y may be either a 1d compressed distance matrix or a 2d array of observation vectors.
If y is a 1d compressed distance matrix, then y must be a (n2)(n2) sized vector where n is the number of original observations paired in the distance matrix. The behavior of this function is very similar to the MATLAB linkage function.
A (n 1)(n 1) by 4 matrix Z is returned. At the ii-th iteration, clusters with indices Z[i, 0] and Z[i, 1] are combined to form cluster n+in+i. A cluster with an index less than nn corresponds to one of the nn original observations. The distance between clusters Z[i, 0] and Z[i, 1] is given by Z[i, 2]. The fourth value Z[i, 3] represents the number of original observations in the newly formed cluster.
**y**
ndarray
A condensed distance matrix. A condensed distance matrix is a flat array containing the upper triangular of the distance matrix. This is the form that pdist returns. Alternatively, a collection of mm observation vectors in nn dimensions may be passed as an mm by nn array. All elements of the condensed distance matrix must be finite, i.e. no NaNs or infs.
**method**
str, optional
The linkage algorithm to use. See the Linkage Methods section below for full descriptions.
**metric**
str or function, optional
The distance metric to use in the case that y is a collection of observation vectors; ignored otherwise. See the pdist function for a list of valid distance metrics. A custom distance function can also be used.
**return**
Z <ndarray>
The hierarchical clustering encoded as a linkage matrix."
scipy.optimize,"curve_fit(f, xdata, ydata)","p0=None, method=None","Use non-linear least squares to fit a function, f, to data.
Assumes ``ydata = f(xdata, *params) + eps``

**f**
callable
The model function, f(x, ...).  It must take the independent variable as the first argument and the parameters to fit as separate remaining arguments.

**xdata**
An M-length sequence or an (k,M)-shaped array for functions with k predictors
The independent variable where the data is measured.

**ydata**
M-length sequence
The dependent data --- nominally f(xdata, ...)

**method**
{'lm', 'trf', 'dogbox'}, optional
Method to use for optimization.  See `least_squares` for more details.
Default is 'lm' for unconstrained problems and 'trf' if `bounds` are provided. The method 'lm' won't work when the number of observations is less than the number of variables, use 'trf' or 'dogbox' in this case.

**kwargs**
Keyword arguments passed to `leastsq` for ``method='lm'`` or `least_squares` otherwise.


**Returns**
popt : array
Optimal values for the parameters so that the sum of the squared residuals of ``f(xdata, *popt) - ydata`` is minimized

pcov : 2d array
The estimated covariance of popt. The diagonals provide the variance of the parameter estimate. To compute one standard deviation errors on the parameters use ``perr = np.sqrt(np.diag(pcov))``.
"
scipy.optimize,"leastsq(func, x0, args=())",,"Minimize the sum of squares of a set of equations.

**func**
callable
should take at least one (possibly length N vector) argument and returns M floating point numbers. It must not return NaNs or fitting might fail.

**x0**
ndarray
The starting estimate for the minimization.

**args**
tuple, optional
Any extra arguments to func are placed in this tuple."
scipy.spatial.distance,"cdist(XA, XB)","metric='euclidean', p=None,
V=None, VI=None, w=None","Computes distance between each pair of the two collections of inputs.
See Notes for common calling conventions.
**XA**
ndarray
An mAmA by nn array of mAmA original observations in an nn-dimensional space. Inputs are converted to float type.
**XB**
ndarray
An mBmB by nn array of mBmB original observations in an nn-dimensional space. Inputs are converted to float type.
**metric**
str or callable, optional
The distance metric to use. 
**Returns**
Y <ndarray>
A mAmA by mBmB distance matrix is returned. For each ii and jj, the metric dist(u=XA[i], v=XB[j]) is computed and stored in the ijij th entry.
**Raises**
ValueError
An exception is thrown if XA and XB do not have the same number of columns."
scipy.spatial.distance,pdist(X),"metric='euclidean', p=None,
w=None, V=None, VI=None","Pairwise distances between observations in n-dimensional space.
See Notes for common calling conventions.
**X**
ndarray
An m by n array of m original observations in an n-dimensional space.
**metric**
str or function, optional
The distance metric to use. 
**Returns**
Y <ndarray>
Returns a condensed distance matrix Y. For each ii and jj (where i<j<mi<j<m),where m is the number of original observations. The metric dist(u=X[i], v=X[j]) is computed and stored in entry ij."
scipy.special,"comb(N, k)","exact=False, repetition=False","The number of combinations of N things taken k at a time.
This is often expressed as ""N choose k""."
scipy.special,"perm(N, k)",exact=False,"Permutations of N things taken k at a time, i.e., k-permutations of N.
It's also known as ""partial permutations""."
scipy.stats,chisquare(f_obs),"f_exp=None, ddof=0,
axis=0","Calculates a one-way chi square test.
The chi square test tests the null hypothesis that the categorical data has the given frequencies.
**f_obs**
array_like
Observed frequencies in each category.
**f_exp**
array_like, optional
Expected frequencies in each category. By default the categories are assumed to be equally likely."
scipy.stats,f_oneway(*args),,"Performs a 1-way ANOVA.
The one-way ANOVA tests the null hypothesis that two or more groups have the same population mean. The test is applied to samples from two or more groups, possibly with differing sizes.
**sample1, sample2, ...**
array_like
The sample measurements for each group.
**NOTE**
The ANOVA test has important assumptions that must be satisfied in order for the associated p-value to be valid.
1. The samples are independent.
2. Each sample is from a normally distributed population.
3. The population standard deviations of the groups are all equal. This property is known as homoscedasticity.
If these assumptions are not true for a given set of data, it may still be possible to use the Kruskal-Wallis H-test (scipy.stats.kruskal) although with some loss of power."
scipy.stats,gaussian_kde(dataset),bw_method=None,"Representation of a kernel-density estimate using Gaussian kernels.
Kernel density estimation is a way to estimate the probability density function (PDF) of a random variable in a non-parametric way. `gaussian_kde` works for both uni-variate and multi-variate data. It includes automatic bandwidth determination.  The estimation works best for a unimodal distribution; bimodal or multi-modal distributions tend to be oversmoothed.
-- return a gaussian_kde object which is a Module.
**dataset**
array_like
Datapoints to estimate from. In case of univariate data this is a 1-D array, otherwise a 2-D array with shape (# of dims, # of data).
**bw_method**
str, scalar or callable, optional
The method used to calculate the estimator bandwidth. This can be 'scott', 'silverman', a scalar constant or a callable.  If a scalar, this will be used directly as `kde.factor`. If a callable, it should take a `gaussian_kde` instance as only parameter and return a scalar. If None (default), 'scott' is used.  See Notes for more details."
seaborn,kdeplot(data),"data2=None, shade=False,
vertical=False","Fit and plot a univariate or bivariate kernel density estimate.
**data**
1d array-like
Input data.
**data2**
1d array-like, optional
Second input data. If present, a bivariate KDE will be estimated.
**shade**
bool, optional
If True, shade in the area under the KDE curve (or draw with filledcontours when data is bivariate).
**vertical**
bool, optional
If True, density is on x-axis."
sklearn.cluster,AgglomerativeClustering(),"n_clusters=2, affinity=¡¯euclidean¡¯,
memory=None, connectivity=None,
compute_full_tree=¡¯auto¡¯,
linkage=¡¯ward¡¯,
pooling_func=<function mean>","Agglomerative Clustering
Recursively merges the pair of clusters that minimally increases a given linkage distance.
**n_clusters**
int, default=2
The number of clusters to find.
**affinity**
string or callable, default: ¡°euclidean¡±
Metric used to compute the linkage. Can be ¡°euclidean¡±, ¡°l1¡±, ¡°l2¡±, ¡°manhattan¡±, ¡°cosine¡±, or ¡®precomputed¡¯. If linkage is ¡°ward¡±, only ¡°euclidean¡± is accepted.
**memory**
None, str or object with the joblib.Memory interface, optional
Used to cache the output of the computation of the tree. By default, no caching is done. If a string is given, it is the path to the caching directory.
**connectivity**
array-like or callable, optional
Connectivity matrix. Defines for each sample the neighboring samples following a given structure of the data. This can be a connectivity matrix itself or a callable that transforms the data into a connectivity matrix, such as derived from kneighbors_graph. Default is None, i.e, the hierarchical clustering algorithm is unstructured.
**compute_full_tree**
bool or ¡®auto¡¯ (optional)
Stop early the construction of the tree at n_clusters. This is useful to decrease computation time if the number of clusters is not small compared to the number of samples. This option is useful only when specifying a connectivity matrix. Note also that when varying the number of clusters and using caching, it may be advantageous to compute the full tree.
**linkage**
{¡°ward¡±, ¡°complete¡±, ¡°average¡±}, optional, default: ¡°ward¡±
Which linkage criterion to use. The linkage criterion determines which distance to use between sets of observation. The algorithm will merge the pairs of cluster that minimize this criterion.
    - ward minimizes the variance of the clusters being merged.
    - average uses the average of the distances of each observation of the two sets.
    - complete or maximum linkage uses the maximum distances between all observations of the two sets.
**pooling_func**
callable, default=np.mean
This combines the values of agglomerated features into a single value, and should accept an array of shape [M, N] and the keyword argument axis=1, and reduce it to an array of size [M]."
sklearn.cluster,Birch(),"threshold=0.5, branching_factor=50,
n_clusters=3, compute_labels=True,
copy=True","Implements the Birch clustering algorithm.
It is a memory-efficient, online-learning algorithm provided as an alternative to MiniBatchKMeans. It constructs a tree data structure with the cluster centroids being read off the leaf. These can be either the final cluster centroids or can be provided as input to another clustering algorithm such as AgglomerativeClustering.
**threshold**
float, default 0.5
The radius of the subcluster obtained by merging a new sample and the closest subcluster should be lesser than the threshold. Otherwise a new subcluster is started. Setting this value to be very low promotes splitting and vice-versa.
**branching_factor**
int, default 50
Maximum number of CF subclusters in each node. If a new samples enters such that the number of subclusters exceed the branching_factor then that node is split into two nodes with the subclusters redistributed in each. The parent subcluster of that node is removed and two new subclusters are added as parents of the 2 split nodes.
**n_clusters**
int, instance of sklearn.cluster model, default 3
Number of clusters after the final clustering step, which treats the subclusters from the leaves as new samples.
**None**
the final clustering step is not performed and the subclusters are returned as they are.
sklearn.cluster Estimator : If a model is provided, the model is fit treating the subclusters as new samples and the initial data is mapped to the label of the closest subcluster.
**int**
the model fit is AgglomerativeClustering with n_clusters set to be equal to the int.
**compute_labels**
bool, default True
Whether or not to compute labels for each fit.
**copy**
bool, default True
Whether or not to make a copy of the given data. If set to False, the initial data will be overwritten."
sklearn.cluster,DBSCAN(),"eps=0.5, min_samples=5, metric='euclidean',
metric_params=None, algorithm=¡¯auto¡¯,
leaf_size=30, p=None, n_jobs=1","Perform DBSCAN clustering from vector array or distance matrix.
DBSCAN - Density-Based Spatial Clustering of Applications with Noise. Finds core samples of high density and expands clusters from them. Good for data which contains clusters of similar density.
**eps**
float, optional
The maximum distance between two samples for them to be considered as in the same neighborhood.
**min_samples**
int, optional
The number of samples (or total weight) in a neighborhood for a point to be considered as a core point. This includes the point itself.
**metric**
string, or callable
The metric to use when calculating distance between instances in a feature array. If metric is a string or callable, it must be one of the options allowed by metrics.pairwise.calculate_distance for its metric parameter. If metric is ¡°precomputed¡±, X is assumed to be a distance matrix and must be square. X may be a sparse matrix, in which case only ¡°nonzero¡± elements may be considered neighbors for DBSCAN.
New in version 0.17: metric precomputed to accept precomputed sparse matrix.
**metric_params**
dict, optional
Additional keyword arguments for the metric function.
New in version 0.19.
**algorithm**
{¡®auto¡¯, ¡®ball_tree¡¯, ¡®kd_tree¡¯, ¡®brute¡¯}, optional
The algorithm to be used by the NearestNeighbors module to compute pointwise distances and find nearest neighbors. See NearestNeighbors module documentation for details.
**leaf_size**
int, optional (default = 30)
Leaf size passed to BallTree or cKDTree. This can affect the speed of the construction and query, as well as the memory required to store the tree. The optimal value depends on the nature of the problem.
**p**float, optional
The power of the Minkowski metric to be used to calculate distance between points.
**n_jobs**
int, optional (default = 1)
The number of parallel jobs to run. If -1, then the number of jobs is set to the number of CPU cores.
"
sklearn.cluster,Kmeans(),"n_clusters=8, init=¡¯k-means++¡¯,
n_init=10, max_iter=300, tol=0.0001,
precompute_distances=¡¯auto¡¯,
verbose=0, random_state=None,
copy_x=True, n_jobs=1,
algorithm=¡¯auto¡¯","K-Means clustering.
**n_clusters**
int, optional, default: 8
The number of clusters to form as well as the number of centroids to generate.
**init**
{¡®k-means++¡¯, ¡®random¡¯ or an ndarray}
Method for initialization, defaults to ¡®k-means++¡¯:
    ¡®k-means++¡¯ : selects initial cluster centers for k-mean clustering in a smart way to speed up convergence. See section Notes in k_init for more details.
    ¡®random¡¯: choose k observations (rows) at random from data for the initial centroids.
If an ndarray is passed, it should be of shape (n_clusters, n_features) and gives the initial centers.
**n_init**
int, default: 10
Number of time the k-means algorithm will be run with different centroid seeds. The final results will be the best output of n_init consecutive runs in terms of inertia.
**max_iter**
int, default: 300
Maximum number of iterations of the k-means algorithm for a single run.
**tol**
float, default: 1e-4
Relative tolerance with regards to inertia to declare convergence.
**precompute_distances**
{¡®auto¡¯, True, False}
Precompute distances (faster but takes more memory).
    ¡®auto¡¯ : do not precompute distances if n_samples * n_clusters > 12 million. This corresponds to about 100MB overhead per job using double precision.
    True : always precompute distances
    False : never precompute distances
**verbose**
int, default 0
Verbosity mode.
**random_state**
int, RandomState instance or None, optional, default: None
If int, random_state is the seed used by the random number generator; If RandomState instance, random_state is the random number generator; If None, the random number generator is the RandomState instance used by np.random.
**copy_x**
boolean, default True
When pre-computing distances it is more numerically accurate to center the data first. If copy_x is True, then the original data is not modified. If False, the original data is modified, and put back before the function returns, but small numerical differences may be introduced by subtracting and then adding the data mean.
**n_jobs**
int
The number of jobs to use for the computation. This works by computing each of the n_init runs in parallel.
If -1 all CPUs are used. If 1 is given, no parallel computing code is used at all, which is useful for debugging. For n_jobs below -1, (n_cpus + 1 + n_jobs) are used. Thus for n_jobs = -2, all CPUs but one are used.
**algorithm**
¡°auto¡±, ¡°full¡± or ¡°elkan¡±, default=¡±auto¡±
K-means algorithm to use. The classical EM-style algorithm is ¡°full¡±. The ¡°elkan¡± variation is more efficient by using the triangle inequality, but currently doesn¡¯t support sparse data. ¡°auto¡± chooses ¡°elkan¡± for dense data and ¡°full¡± for sparse data.
"
sklearn.cluster,SpectralClustering(),,"Apply clustering to a projection to the normalized laplacian.
In practice Spectral Clustering is very useful when the structure of the individual clusters is highly non-convex or more generally when a measure of the center and spread of the cluster is not a suitable description of the complete cluster. For instance when clusters are nested circles on the 2D plan.
If affinity is the adjacency matrix of a graph, this method can be used to find normalized graph cuts.
When calling fit, an affinity matrix is constructed using either kernel function such the Gaussian (aka RBF) kernel of the euclidean distanced d(X, X):
    np.exp(-gamma * d(X,X) ** 2)
or a k-nearest neighbors connectivity matrix.
Alternatively, using precomputed, a user-provided affinity matrix can be used.
**n_clusters**
integer, optional
The dimension of the projection subspace.
**eigen_solver**
{None, ¡®arpack¡¯, ¡®lobpcg¡¯, or ¡®amg¡¯}
The eigenvalue decomposition strategy to use. AMG requires pyamg to be installed. It can be faster on very large, sparse problems, but may also lead to instabilities
**random_state**
int, RandomState instance or None, optional, default: None
A pseudo random number generator used for the initialization of the lobpcg eigen vectors decomposition when eigen_solver == ¡®amg¡¯ and by the K-Means initialization. If int, random_state is the seed used by the random number generator; If RandomState instance, random_state is the random number generator; If None, the random number generator is the RandomState instance used by np.random.
**n_init**
int, optional, default: 10
Number of time the k-means algorithm will be run with different centroid seeds. The final results will be the best output of n_init consecutive runs in terms of inertia.
**gamma**
float, default=1.0
Kernel coefficient for rbf, poly, sigmoid, laplacian and chi2 kernels. Ignored for affinity='nearest_neighbors'.
**affinity**
string, array-like or callable, default ¡®rbf¡¯
If a string, this may be one of ¡®nearest_neighbors¡¯, ¡®precomputed¡¯, ¡®rbf¡¯ or one of the kernels supported by sklearn.metrics.pairwise_kernels.
Only kernels that produce similarity scores (non-negative values that increase with similarity) should be used. This property is not checked by the clustering algorithm.
**n_neighbors**
integer
Number of neighbors to use when constructing the affinity matrix using the nearest neighbors method. Ignored for affinity='rbf'.
**eigen_tol**
float, optional, default: 0.0
Stopping criterion for eigendecomposition of the Laplacian matrix when using arpack eigen_solver.
**assign_labels**
{¡®kmeans¡¯, ¡®discretize¡¯}, default: ¡®kmeans¡¯
The strategy to use to assign labels in the embedding space. There are two ways to assign labels after the laplacian embedding. k-means can be applied and is a popular choice. But it can also be sensitive to initialization. Discretization is another approach which is less sensitive to random initialization.
**degree**
float, default=3
Degree of the polynomial kernel. Ignored by other kernels.
**coef0**
float, default=1
Zero coefficient for polynomial and sigmoid kernels. Ignored by other kernels.
**kernel_params**
dictionary of string to any, optional
Parameters (keyword arguments) and values for kernel passed as callable object. Ignored by other kernels.
**n_jobs**
int, optional (default = 1)
The number of parallel jobs to run. If -1, then the number of jobs is set to the number of CPU cores."
sklearn.cluster.AgglomerativeClustering*,.labels_,,# cluster label of input data using AgglomerativeClustering.
sklearn.cluster.AgglomerativeClustering*,fit(X),,"Fit the hierarchical clustering on the data.
**X**
array-like, shape = [n_samples, n_features]
The samples a.k.a. observations."
sklearn.cluster.Birch*,.labels_,,"Array of labels assigned to the input data. if partial_fit is used instead of fit, they are assigned to the last batch of data."
sklearn.cluster.Birch*,fit(X),,"Build a CF Tree for the input data.
**X**
{array-like, sparse matrix}, shape (n_samples, n_features)
Input data."
sklearn.cluster.DBSCAN*,.labels_,,# cluster label of input data using DBSCAN.
sklearn.cluster.DBSCAN*,fix(X),sample_weight=None,"Perform DBSCAN clustering from features or distance matrix.
**X**
array or sparse (CSR) matrix of shape (n_samples, n_features), or array of shape (n_samples, n_samples)
A feature array, or array of distances between samples if metric='precomputed'.
**sample_weight**
array, shape (n_samples,), optional
Weight of each sample, such that a sample with a weight of at least min_samples is by itself a core sample; a sample with negative weight may inhibit its eps-neighbor from being core. Note that weights are absolute, and default to 1.
"
sklearn.cluster.KMeans*,.labels_,,# cluster label of input data using KMeans.
sklearn.cluster.KMeans*,fit(X),,"Compute k-means clustering.
**X**
array-like or sparse matrix, shape=(n_samples, n_features)
Training instances to cluster."
sklearn.cluster.SpectralClustering*,.labels_,,Labels of each point
sklearn.cluster.SpectralClustering*,fit(),,"Creates an affinity matrix for X using the selected affinity, then applies spectral clustering to this affinity matrix.
**X**
array-like or sparse matrix, shape (n_samples, n_features)
OR, if affinity==`precomputed`, a precomputed affinity matrix of shape (n_samples, n_samples)"
sklearn.datasets,make_blobs(),"n_samples=100, n_features=2,
centers=3, cluster_std=1.0,
center_box=(-10.0, 10.0),
shuffle=True, random_state=None","Generate isotropic Gaussian blobs for clustering.
Read more in the :ref:`User Guide <sample_generators>`.
**n_samples**
int, optional (default=100)
The total number of points equally divided among clusters.
**n_features**
int, optional (default=2)
The number of features for each sample.
**centers**
int or array of shape [n_centers, n_features], optional(default=3)
The number of centers to generate, or the fixed center locations.
**cluster_std**
float or sequence of floats, optional (default=1.0)
The standard deviation of the clusters.
**center_box**
pair of floats (min, max), optional (default=(-10.0, 10.0))
The bounding box for each cluster center when centers are generated at random.
**shuffle**
boolean, optional (default=True)
Shuffle the samples.
**random_state**
int, RandomState instance or None, optional (default=None)
If int, random_state is the seed used by the random number generator; If RandomState instance, random_state is the random number generator; If None, the random number generator is the RandomState instance used by `np.random`.
**Returns**
X : array of shape [n_samples, n_features]
The generated samples.
y : array of shape [n_samples]
The integer labels for cluster membership of each sample."
sklearn.linear_model,LinearRegression(),,Ordinary least squares Linear Regression.
sklearn.linear_model,LogisticRegression(),,"Logistic Regression (aka logit, MaxEnt) classifier."
sklearn.linear_model.LinearRegression*,"fit(X, y)",sample_weight=None,Fit linear model.
sklearn.linear_model.LogisticRegression*,"fit(X, y)",sample_weight=None,Fit the model according to the given training data.
sklearn.linear_model.LogisticRegression*,predict_log_proba(X),,"Probability estimates.
The returned estimates for all classes are ordered by the label of classes."
sklearn.linear_model.LogisticRegression*,predict_proba(X),,"Probability estimates.
The returned estimates for all classes are ordered by the label of classes."
sklearn.naive_bayes,BernoulliNB(),"alpha=1.0, binarize=0.0
fit_prior=True, class_prior=None","Naive Bayes classifier for multivariate Bernoulli models.
Like MultinomialNB, this classifier is suitable for discrete data. The difference is that while MultinomialNB works with occurrence counts, BernoulliNB is designed for binary/boolean features.
**alpha**
float, optional (default=1.0)
Additive (Laplace/Lidstone) smoothing parameter (0 for no smoothing).
**binarize**
loat or None, optional (default=0.0)
Threshold for binarizing (mapping to booleans) of sample features. If None, input is presumed to already consist of binary vectors.
**fit_prior**
boolean, optional (default=True)
Whether to learn class prior probabilities or not. If false, a uniform prior will be used.
**class_prior**
array-like, size=[n_classes,], optional (default=None)
Prior probabilities of the classes. If specified the priors are not adjusted according to the data.
"
sklearn.naive_bayes.BernoulliNB*,.classes_,,# the order of classes used in the model.
sklearn.naive_bayes.BernoulliNB*,class_count_,,Number of samples encountered for each class during fitting. This value is weighted by the sample weight when provided.
sklearn.naive_bayes.BernoulliNB*,"fit(X, y)",sample_weight=None,"Fit Naive Bayes classifier according to X, y.
**X**
{array-like, sparse matrix}, shape = [n_samples, n_features]
Training vectors, where n_samples is the number of samples and n_features is the number of features.
**y**
array-like, shape = [n_samples]
Target values.
**sample_weight**
array-like, shape = [n_samples], (default=None)
Weights applied to individual samples (1. for unweighted).
"
sklearn.naive_bayes.BernoulliNB*,"partial_fit(X, y)","classes=None
sample_weight=None","Incremental fit on a batch of samples.
This method is expected to be called several times consecutively on different chunks of a dataset so as to implement out-of-core or online learning.
This is especially useful when the whole dataset is too big to fit in memory at once.
This method has some performance overhead hence it is better to call partial_fit on chunks of data that are as large as possible (as long as fitting in the memory budget) to hide the overhead.
**X**
{array-like, sparse matrix}, shape = [n_samples, n_features]
Training vectors, where n_samples is the number of samples and n_features is the number of features.
**y**
array-like, shape = [n_samples]
Target values.
**classes**
array-like, shape = [n_classes] (default=None)
List of all the classes that can possibly appear in the y vector.
Must be provided at the first call to partial_fit, can be omitted in subsequent calls.
**sample_weight**
array-like, shape = [n_samples] (default=None)
Weights applied to individual samples (1. for unweighted)."
sklearn.naive_bayes.BernoulliNB*,predict(X),,Perform classification on an array of test vectors X.
sklearn.naive_bayes.BernoulliNB*,predict_log_proba(X),,Return log-probability estimates for the test vector X.
sklearn.naive_bayes.BernoulliNB*,predict_proba(X),,Return probability estimates for the test vector X.
sklearn.naive_bayes.BernoulliNB*,"score(X, y)",sample_weight=None,"Returns the mean accuracy on the given test data and labels.
In multi-label classification, this is the subset accuracy which is a harsh metric since you require for each sample that each label set be correctly predicted.
**X**
array-like, shape = (n_samples, n_features)
Test samples.
**y**
array-like, shape = (n_samples) or (n_samples, n_outputs)
True labels for X.
**sample_weight**
array-like, shape = [n_samples], optional
Sample weights.
"
sklearn.preprocessing,scale(X),"axis=0, with_mean=True,
with_std=True, copy=True",Standardize a dataset along any axis.
sklearn.svm,SVC(),,"C-Support Vector Classification.
The implementation is based on libsvm. The fit time complexity is more than quadratic with the number of samples which makes it hard to scale to dataset with more than a couple of 10000 samples."
sklearn.svm.SVC*,"fit(X, y)",sample_weight=None,Fit the SVM model according to the given training data.
sklearn.svm.SVC*,predict(X),,"Perform classification on samples in X.
For an one-class model, +1 or -1 is returned."
sklearn.tree,DecisionTreeClassifier(),,A decision tree classifier.
sklearn.tree.DecisionTreeClassifier*,"fit(X, y)","sample_weight=None,
check_input=True,
X_idx_sorted=None","Build a decision tree classifier from the training set (X, y)."
sklearn.tree.DecisionTreeClassifier*,predict_proba(X),check_input=True,Predict class probabilities of the input samples X.
tensorflow,"add(x, y)",name=None,"Returns x + y element-wise.
**NOTE**
`Add` supports broadcasting. `AddN` does not. More about broadcasting: [here](http://docs.scipy.org/doc/numpy/user/basics.broadcasting.html)"
tensorflow,"add_to_collection(name, value)",,"Wrapper for `Graph.add_to_collection()` using the default graph.
See @{tf.Graph.add_to_collection} for more details.
**name**
The key for the collection. For example, the `GraphKeys` class contains many standard names for collections.
**value**
The value to add to the collection."
tensorflow,"assign(ref, value)","validate_shape=None, use_locking=None,
name=None","Update 'ref' by assigning 'value' to it.
This operation outputs a Tensor that holds the new value of 'ref' after the value has been assigned. This makes it easier to chain operations that need to use the reset value."
tensorflow,"clip_by_value(t, clip_value_min)","clip_value_max, name=None","Clips tensor values to a specified min and max.
Given a tensor `t`, this operation returns a tensor of the same type and shape as `t` with its values clipped to `clip_value_min` and `clip_value_max`. Any values less than `clip_value_min` are set to `clip_value_min`. Any values greater than `clip_value_max` are set to `clip_value_max`."
tensorflow,constant(value),"dtype=None, shape=None,
name=""Const"", verify_shape=False","Creates a constant tensor.
The resulting tensor is populated with values of type `dtype`, as specified by arguments `value` and (optionally) `shape`."
tensorflow,"fill(dims, value)",name=None,"Creates a tensor filled with a scalar value.
This operation creates a tensor of shape `dims` and fills it with `value`."
tensorflow,get_default_graph(),,"Returns the default graph for the current thread.
The returned graph will be the innermost graph on which a `Graph.as_default()` context has been entered, or a global default graph if none has been explicitly created."
tensorflow,get_shape(),,Alias of Tensor.shape.
tensorflow,get_variable(name),"shape=None, dtype=None, initializer=None
regularizer=None, trainable=True,
collections=None, caching_device=None,
partitioner=None, validate_shape=True,
use_resource=None, custom_getter=None,
constraint=None",Gets an existing variable with these parameters or create a new one.
tensorflow,global_variables(),,"Returns global variables.
Global variables are variables that are shared across machines in a distributed environment. The `Variable()` constructor or `get_variable()` automatically adds new variables to the graph collection `GraphKeys.GLOBAL_VARIABLES`. This convenience function returns the contents of that collection.
An alternative to global variables are local variables. See @{tf.local_variables}.
**Returns**
A list of `Variable` objects."
tensorflow,global_variables_initializer(),,"Returns an Op that initializes global variables.
This is just a shortcut for `variable_initializer(global_variables())`."
tensorflow,InteractiveSession(),"target='', graph=None, config=None",Creates a new interactive TensorFlow session.
tensorflow,"matmul(a, b)","a_is_sparse=False,
b_is_sparse=False,
name=None","Multiplies matrix `a` by matrix `b`, producing `a` * `b`.
Both matrices must be of the same type.
**a_is_sparse**
**b_is_sparse**
If one or both of the matrices contain a lot of zeros, a more efficient multiplication algorithm can be used by setting the corresponding `a_is_sparse` or `b_is_sparse` flag to `True`. These are `False` by default. This optimization is only available for plain matrices (rank-2 tensors) with datatypes `bfloat16` or `float32`.
"
tensorflow,ones(shape),"dtype=dtypes.float32, name=None","Creates a tensor with all elements set to 1.
This operation returns a tensor of type `dtype` with shape `shape` and all elements set to 1."
tensorflow,placeholder(dtype),"shape=None, name=None","Inserts a placeholder for a tensor that will be always fed.
**Important**: This tensor will produce an error if evaluated. Its value must be fed using the `feed_dict` optional argument to `Session.run()`, `Tensor.eval()`, or `Operation.run()`."
tensorflow,"random_gamma(shape, alpha)","beta=None, dtype=dtypes.float32,
seed=None, name=None","Draws `shape` samples from each of the given Gamma distribution(s).
`alpha` is the shape parameter describing the distribution(s), and `beta` is the inverse scale parameter(s).
**shape**
A 1-D integer Tensor or Python array. The shape of the output samples to be drawn per alpha/beta-parameterized distribution.
**alpha**
A Tensor or Python value or N-D array of type `dtype`. `alpha` provides the shape parameter(s) describing the gamma distribution(s) to sample. Must be broadcastable with `beta`.
**beta**
A Tensor or Python value or N-D array of type `dtype`. Defaults to 1. `beta` provides the inverse scale parameter(s) of the gamma distribution(s) to sample. Must be broadcastable with `alpha`.
**dtype**
The type of alpha, beta, and the output: `float16`, `float32`, or `float64`.
**seed**
A Python integer. Used to create a random seed for the distributions.
See @{tf.set_random_seed} for behavior.
**name**
Optional name for the operation."
tensorflow,random_normal(shape),"mean=0.0, stddev=1.0,
dtype=dtypes.float32,
seed=None, name=None","Outputs random values from a normal distribution.
**shape**
A 1-D integer Tensor or Python array. The shape of the output tensor.
**mean**
A 0-D Tensor or Python value of type `dtype`. The mean of the normal distribution.
**stddev**
A 0-D Tensor or Python value of type `dtype`. The standard deviation of the normal distribution.
**dtype**
The type of the output.
**seed**
A Python integer. Used to create a random seed for the distribution.
See @{tf.set_random_seed} for behavior.
**name**
A name for the operation (optional)."
